,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
4285,29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461
4286,26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303
4287,36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615
4288,29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413
4289,32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469
4290,26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410
4292,21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559
4293,31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321
4294,28.8,83.0,3.7,15.8,15.0,8.6,1.82,6.4,471
4295,28.7,73.5,14.5,28.5,23.1,9.0,1.65,6.3,530
4296,28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675
4297,27.5,75.0,1.5,6.6,17.3,3.9,1.26,18.8,449
4298,25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384
4299,30.6,94.9,10.5,34.9,26.5,12.1,2.44,6.0,444
4300,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489
4301,36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829
4302,28.4,67.9,7.5,13.0,14.2,5.7,1.0,12.7,247
4303,36.5,81.0,9.8,22.2,31.5,6.8,1.63,6.5,322
4304,28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501
4305,22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472
4307,43.9,89.5,4.5,31.0,36.7,17.2,1.89,3.3,639
4308,28.2,54.0,0.3,12.7,28.4,0.8,1.49,8.8,522
4309,22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388
4310,24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411
4311,26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425
4312,27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243
4313,21.9,68.5,20.0,22.2,11.8,5.3,1.02,11.7,582
4314,22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444
4315,30.8,76.8,3.7,15.9,30.8,12.0,1.78,7.8,501
4316,40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627
4317,29.5,69.1,30.2,35.4,43.3,15.5,1.62,7.0,711
4318,22.3,53.5,2.1,7.7,16.1,3.8,1.1,10.0,263
4319,29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537
4320,28.1,81.5,0.4,11.7,27.2,10.0,1.7,5.1,530
4321,26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435
4322,22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215
4323,29.0,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699
4324,22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706
4325,24.5,74.0,11.4,13.8,19.8,4.5,0.93,13.0,381
4326,24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494
4328,24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334
4329,20.0,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227
4330,25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534
4331,32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426
4332,22.0,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390
4333,35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423
4334,42.0,91.8,28.0,37.4,44.9,16.3,1.85,3.4,682
4336,28.6,52.4,15.4,18.0,19.9,5.8,0.95,12.6,506
4337,27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468
4338,30.8,72.7,27.2,36.7,32.2,15.0,1.56,9.7,376
4339,22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385
4340,32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468
4341,37.9,99.5,3.1,18.7,29.2,14.0,2.3,8.2,448
4342,30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516
4343,40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469
4344,22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533
4345,26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802
4346,27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335
4347,22.8,55.8,0.4,6.4,26.4,3.7,0.97,17.0,226
4348,21.6,43.7,6.0,8.5,26.7,4.2,1.07,12.2,275
4349,24.8,73.1,6.5,9.8,17.5,10.0,1.02,12.5,287
4350,35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659
4351,31.0,108.9,2.3,24.7,31.2,11.0,1.72,3.0,704
4352,29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217
4353,27.0,42.7,1.5,8.2,16.2,6.2,0.93,10.0,328
4354,34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501
4355,28.0,48.6,6.1,11.1,19.9,2.8,1.0,10.8,390
4356,25.7,88.9,16.7,27.0,28.6,5.1,1.79,11.8,439
4357,43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351
4358,27.8,82.1,12.3,27.8,28.0,18.6,1.69,13.4,676
4359,34.4,85.0,39.8,43.4,22.9,7.6,2.3,4.3,630
4360,26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504
4362,30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365
4363,24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254
4364,32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538
4365,36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610
4366,28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531
4368,26.0,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488
4369,26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358
4372,34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606
4373,25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502
4374,23.7,57.8,31.7,35.0,11.7,2.3,1.07,13.2,453
4375,26.6,74.1,3.2,9.8,17.3,4.5,1.1,10.0,362
4376,31.5,71.2,8.1,16.1,17.1,8.3,1.47,9.0,615
4377,23.6,62.0,11.0,14.7,16.9,5.5,1.18,10.9,196
4378,22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395
4380,26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478
4384,29.4,63.9,9.3,12.2,19.1,6.7,0.95,11.0,315
4387,39.1,88.5,27.6,38.0,28.2,7.1,1.85,5.6,659
4388,28.1,53.1,0.0,4.4,14.1,3.7,1.11,12.8,334
4389,38.0,75.2,7.0,32.7,40.7,15.6,2.57,3.2,786
4390,25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430
4391,25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444
4392,30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235
4393,23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205
4394,25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493
4395,21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338
4396,35.0,53.1,33.5,41.7,25.0,11.0,1.85,6.3,573
4397,33.0,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566
4399,27.0,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612
4400,25.7,54.3,39.2,47.7,22.9,5.0,1.05,12.6,430
4401,33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415
4402,39.6,74.9,1.1,22.8,29.0,21.5,1.69,4.6,587
4404,33.0,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493
4405,23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317
4406,36.2,84.0,4.2,16.3,26.7,5.7,1.75,14.6,640
4408,25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305
4409,23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265
4410,32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414
4411,22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223
4413,23.8,70.2,7.0,8.2,25.3,8.6,1.07,10.4,267
4415,29.2,40.9,15.4,20.0,27.1,2.9,1.04,11.1,438
4417,37.7,76.3,15.4,15.2,22.0,13.0,1.02,6.2,386
4418,28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483
4419,19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531
4421,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509
4422,28.8,72.9,11.0,13.4,25.7,11.0,1.29,6.5,364
4423,37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501
4424,22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351
4427,28.9,87.5,13.4,37.1,34.3,8.9,1.9,8.0,612
4429,37.6,81.0,11.8,29.5,39.5,22.3,2.32,3.8,616
4430,29.7,70.4,6.0,8.6,17.4,3.2,1.42,8.5,586
4431,32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485
4432,36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388
4433,26.7,65.0,1.3,8.7,22.5,4.4,1.05,10.5,208
4434,18.5,60.0,20.8,22.7,24.0,6.7,0.89,11.8,541
4435,36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588
4436,36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646
4437,34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500
4438,28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351
4439,33.6,63.7,4.7,13.0,24.8,2.7,1.46,6.5,368
4440,27.9,104.7,7.3,17.6,28.4,17.3,2.43,5.0,505
4441,21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,497
4443,23.8,72.4,2.9,9.6,23.0,3.5,0.95,10.9,384
4444,33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480
4445,24.2,69.8,4.9,9.5,18.5,3.3,1.03,16.0,423
4446,31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489
4447,28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551
4448,32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451
4449,18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553
4450,26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688
4451,30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733
4453,30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449
4454,30.6,44.2,12.0,16.4,14.7,2.9,0.99,12.1,569
4456,25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465
4457,33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507
4458,25.5,85.4,13.3,26.0,35.7,9.6,1.54,6.6,662
4459,32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731
4460,29.9,56.3,13.9,16.1,13.0,3.3,0.99,10.2,519
4461,32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539
4463,26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573
4464,25.2,71.0,10.8,14.9,14.6,5.8,1.05,12.6,479
4465,25.6,66.0,0.8,6.7,16.0,7.0,0.84,11.7,431
4466,37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529
4467,23.6,50.5,19.6,25.4,21.6,5.0,0.96,10.5,294
4468,28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565
4470,30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201
4471,26.4,78.1,1.8,9.9,27.0,6.6,1.06,14.6,552
4472,26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534
4474,22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361
4475,30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410
4476,23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403
4477,28.2,78.9,0.1,6.9,26.0,10.4,1.55,6.5,679
4478,26.7,60.0,7.1,11.0,20.2,5.9,1.01,10.8,349
4479,33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698
4480,22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226
4482,25.1,66.6,38.5,43.4,18.5,4.3,0.92,12.0,326
4484,18.5,54.0,5.2,7.7,22.7,3.9,0.86,14.1,415
4485,22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330
4486,30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386
4488,36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567
4489,34.8,61.8,6.8,15.5,23.5,9.6,1.47,6.0,404
4491,23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481
4492,27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817
4493,19.0,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478
4494,29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436
4495,34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416
4496,39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533
4497,30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217
4498,31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225
4500,33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405
4501,22.4,54.5,0.0,4.6,20.6,7.5,0.74,11.4,326
4502,30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356
4503,20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581
4504,27.0,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615
4505,33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742
4506,26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596
4507,30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347
4508,29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816
4510,44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514
4511,31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432
4512,25.1,70.9,16.8,33.0,37.1,9.1,1.05,6.3,569
4513,30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220
4514,27.3,71.0,8.3,11.9,13.5,11.1,1.13,12.0,390
4515,34.3,70.1,0.5,19.9,32.1,14.8,2.04,5.0,551
4516,26.8,63.3,1.7,5.3,17.3,2.0,0.92,11.3,481
4519,22.0,51.1,26.0,27.3,23.0,8.2,1.03,14.4,384
4520,25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574
4522,24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558
4523,21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348
4524,41.4,55.0,14.8,28.8,27.7,16.4,1.32,5.0,297
4525,32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677
4526,30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648
4527,28.9,73.1,5.6,10.3,17.0,5.6,1.02,10.8,303
4528,32.0,81.6,3.1,11.0,28.0,11.0,1.31,6.1,531
4529,35.0,85.2,47.4,62.5,24.0,8.8,1.87,9.2,641
4531,35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650
4532,20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338
4533,29.0,44.6,21.2,28.0,19.6,3.3,1.2,11.1,545
4534,23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443
4535,26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546
4536,37.3,49.5,13.1,28.5,31.0,14.0,1.52,6.4,300
4537,31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628
4538,15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230
4539,26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367
4541,26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575
4542,22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356
4543,35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346
4544,21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536
4545,20.5,80.3,12.6,25.9,33.0,11.4,1.44,6.1,433
4546,45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638
4547,25.0,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386
4549,32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388
4550,22.1,46.7,0.8,6.3,26.0,3.1,0.98,10.0,469
4551,30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386
4552,24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616
4553,26.5,69.0,9.7,19.6,18.3,4.7,0.95,15.6,262
4554,24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403
4555,26.0,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344
4556,25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226
4557,31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466
4558,36.2,58.4,2.0,14.7,22.9,5.9,1.17,5.5,533
4559,23.2,60.9,3.7,4.0,14.5,4.2,1.02,13.9,381
4560,26.5,64.6,36.9,37.9,20.8,5.0,0.98,13.0,359
4561,25.5,57.8,1.4,7.7,33.0,9.5,1.96,6.9,481
4562,32.4,66.1,9.1,16.0,13.9,4.6,1.02,11.4,283
4563,21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585
4564,39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763
4565,30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602
4566,32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509
4567,24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542
4570,29.0,74.0,2.2,15.0,22.3,10.5,1.72,10.2,703
4571,35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463
4573,28.9,44.2,5.6,10.9,19.7,4.5,1.03,18.0,333
4574,24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221
4575,43.3,95.1,20.3,53.0,37.9,21.0,2.08,6.3,581
4576,23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514
4578,25.1,68.4,5.4,11.9,15.0,1.2,1.03,13.7,203
4579,36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624
4580,29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365
4581,24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593
4582,23.0,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444
4583,32.0,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327
4584,25.4,63.2,10.7,16.0,17.9,2.2,0.93,12.7,560
4585,25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506
4586,28.0,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380
4587,23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307
4589,20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520
4592,23.0,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566
4593,23.9,49.8,3.2,8.9,16.4,7.4,1.0,11.1,237
4595,25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349
4596,29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369
4597,32.1,59.4,8.2,13.3,22.8,2.0,1.16,10.2,396
4598,32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612
4600,25.3,63.9,16.1,24.8,26.6,9.8,1.08,10.1,552
4601,33.3,51.4,9.6,20.7,20.7,16.0,1.48,5.8,542
4602,21.3,79.2,28.9,32.9,16.9,3.0,0.98,12.2,372
4604,21.3,47.7,8.0,12.3,21.2,7.0,0.99,10.7,478
4605,43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797
4606,28.0,50.9,1.0,6.3,23.0,5.3,0.87,13.2,381
4607,24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568
4608,26.0,38.6,16.6,22.7,22.0,2.8,1.22,12.9,389
4609,23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551
4611,41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776
4613,28.4,75.5,13.1,26.9,20.0,14.1,1.72,5.8,402
4614,33.0,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213
4615,31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488
4616,21.8,59.9,21.0,22.6,23.5,5.2,0.94,10.0,318
4617,32.0,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461
4618,38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666
4619,27.3,61.0,32.3,34.8,21.0,6.9,0.98,10.4,453
4620,37.3,70.1,4.6,17.8,34.8,12.0,1.73,3.6,609
4622,25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379
4623,23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578
4624,34.1,55.0,12.0,30.7,28.3,22.7,1.64,3.4,684
4625,29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337
4626,24.5,60.1,5.4,12.5,27.4,5.4,0.98,10.5,476
4627,29.8,44.0,30.2,31.6,23.9,2.6,0.99,18.6,322
4628,22.8,72.8,16.8,25.2,23.0,2.1,1.15,10.3,502
4629,23.5,73.7,2.1,6.0,22.2,3.0,0.86,10.7,200
4630,34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738
4631,29.0,80.3,5.4,11.2,19.0,4.6,1.01,10.1,538
4632,22.5,81.5,2.0,15.3,27.8,14.7,1.75,5.0,492
4634,28.7,59.4,4.0,8.5,18.9,5.6,0.84,10.1,364
4636,32.7,50.3,26.8,40.9,22.0,8.1,1.68,9.1,417
4637,28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291
4638,30.5,54.0,6.3,14.5,29.0,7.9,1.54,5.8,391
4639,40.0,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591
4640,27.7,75.8,0.2,5.2,10.4,4.0,0.93,10.4,505
4641,31.7,54.2,16.8,26.0,32.6,11.2,1.76,5.8,514
4642,29.3,68.3,3.0,8.1,10.8,5.2,1.09,10.5,336
4643,22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503
4644,21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580
4646,30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523
4647,29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571
4649,28.8,66.7,7.6,10.6,16.4,5.1,1.25,13.3,460
4651,24.2,56.3,9.6,16.3,15.3,5.0,1.04,12.9,387
4652,33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489
4654,31.3,64.4,3.9,6.9,26.4,5.0,0.97,10.6,315
4655,39.7,67.9,35.7,39.0,33.1,8.8,1.73,7.3,617
4656,26.4,62.1,7.1,10.1,19.2,5.9,1.06,12.2,437
4657,21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391
4658,30.5,77.1,14.0,23.8,32.3,12.4,1.8,6.9,357
4659,19.7,41.0,3.1,5.5,14.3,1.3,1.08,10.3,509
4660,24.0,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477
4661,36.8,69.6,21.8,35.1,36.0,4.3,2.45,4.8,729
4662,25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438
4665,28.7,81.0,17.8,28.2,23.5,12.0,1.42,10.5,352
4666,45.6,78.7,3.4,25.3,34.0,11.5,2.41,2.5,503
4667,27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563
4668,31.6,52.0,0.7,13.8,28.7,12.1,1.45,6.5,549
4669,32.2,78.1,0.4,6.2,26.7,13.8,1.64,5.1,540
4670,31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676
4672,25.2,66.6,21.7,30.7,28.0,3.4,1.12,13.5,283
4673,27.3,75.6,2.1,7.7,24.4,14.2,2.12,6.7,665
4674,32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478
4675,19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208
4676,26.3,54.1,0.9,10.3,25.1,4.5,0.95,10.1,316
4677,22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346
4678,27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225
4679,27.7,51.3,0.5,22.9,29.1,14.0,1.68,3.8,470
4680,30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405
4681,23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519
4682,29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304
4683,23.2,67.0,8.1,14.5,12.4,3.8,0.89,10.5,222
4684,37.0,78.3,12.0,24.3,23.7,6.1,1.7,7.6,485
4685,31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265
4687,22.3,54.1,4.3,10.3,12.7,4.5,1.02,10.4,275
4688,37.3,76.1,7.9,18.8,39.5,11.9,2.27,3.5,434
4689,24.2,83.2,19.6,29.1,22.4,1.7,1.37,6.0,384
4690,32.7,74.9,21.4,22.4,18.0,12.0,1.57,5.7,586
4691,25.9,46.2,0.4,5.5,21.7,8.7,0.95,10.8,299
4692,21.5,69.6,0.3,4.7,10.0,4.9,0.96,14.2,388
4693,29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345
4694,18.5,71.0,13.2,20.4,19.4,5.2,0.89,12.0,550
4695,36.8,73.6,36.0,51.2,24.5,11.2,1.53,6.0,630
4696,21.4,55.3,3.3,5.0,13.3,0.9,1.28,10.1,609
4697,28.7,65.0,12.0,18.3,27.3,6.2,0.99,10.3,331
4698,40.0,68.1,31.6,45.7,38.1,14.4,2.17,4.0,596
4699,24.4,45.9,25.0,30.5,22.8,3.1,0.97,11.5,524
4701,29.7,55.6,28.0,45.2,24.5,7.9,1.25,5.9,471
4702,30.1,70.5,39.7,53.0,24.8,8.3,1.34,5.9,683
4703,23.0,76.7,4.3,12.0,18.3,0.7,1.07,12.9,270
4704,36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323
4705,29.9,78.9,11.6,26.1,17.5,5.3,1.49,6.6,533
4706,18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259
4707,21.2,72.7,13.9,21.1,23.4,5.1,0.87,11.7,207
4708,21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594
4709,31.4,93.4,11.6,27.1,19.2,16.0,1.77,8.7,383
4710,31.2,75.5,30.5,37.8,32.7,8.6,1.79,6.0,608
4711,33.8,67.8,5.3,6.6,21.4,9.9,1.24,7.5,376
4712,40.9,62.4,19.0,36.7,36.1,20.9,2.3,8.1,518
4714,45.8,96.4,0.4,10.0,34.1,11.9,1.9,11.6,374
4715,25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317
4716,27.4,64.7,23.9,32.4,12.8,1.9,1.08,17.2,403
4717,24.4,69.9,24.1,30.0,19.4,10.2,1.72,11.3,581
4718,29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438
4719,29.6,46.4,14.2,16.9,11.8,6.5,1.0,11.8,382
4720,23.4,53.5,4.9,10.5,17.5,6.3,0.91,15.5,501
4721,25.8,42.2,2.2,3.9,15.2,9.0,0.99,13.8,543
4722,22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525
4723,21.6,50.7,1.5,4.0,11.7,2.3,0.94,12.0,452
4724,30.1,86.2,18.7,27.7,33.4,9.3,1.57,5.0,479
4725,19.7,48.0,20.5,25.1,18.2,6.9,1.13,10.5,604
4726,21.7,65.6,2.3,7.4,10.1,5.4,0.91,14.6,302
4727,40.6,77.6,18.1,46.7,35.9,13.8,1.96,4.5,434
